id,name,description,cuisine_type
a2207b7e-0076-46e3-862d-3ff0ec3f8bd7,Роскес,Роскес — традиционное блюдо испанская кухни.,испанская
bd2aeb11-1eab-4367-b50e-46bdcdc36544,Бунуэлос,Бунуэлос — традиционное блюдо испанская кухни.,испанская
91bf193a-419e-4e99-8cb9-43fd0af69893,Орчата,Орчата — традиционное блюдо испанская кухни.,испанская
68db1d01-9fb7-4ae3-9cfa-8e3e8f8476d2,Лече фрита,Лече фрита — традиционное блюдо испанская кухни.,испанская
735eccbf-c9d4-4419-a1dc-b20c88d04d2c,Тостада,Тостада — традиционное блюдо испанская кухни.,испанская
e2261aab-3512-4719-8a60-c7b8c6c16643,Пан кон томакте,Пан кон томакте — традиционное блюдо испанская кухни.,испанская
94f7f9e3-dcb7-4d79-b55f-c6a206ee4bbe,Энсаладилья,Энсаладилья — традиционное блюдо испанская кухни.,испанская
3012f198-5e92-40a1-a55a-3f0a7d99b72d,Пиментос де падрон,Пиментос де падрон — традиционное блюдо испанская кухни.,испанская
5777e76f-6c60-417f-8cce-ddafca36ed4c,Гамбас аль ахильо,Гамбас аль ахильо — традиционное блюдо испанская кухни.,испанская
b7f05bfa-3f0f-48c3-a2fe-6e38cf78bde5,Мехильонес,Мехильонес — традиционное блюдо испанская кухни.,испанская
01090068-c743-4426-8157-e1a9484b7583,Мусака,Мусака — традиционное блюдо греческая кухни.,греческая
3ff98530-b3af-4cab-a16b-5b624c07a1a7,Сувлаки,Сувлаки — традиционное блюдо греческая кухни.,греческая
003c062b-eaed-4848-911c-aa320fd5ddf6,Дзадзики,Дзадзики — традиционное блюдо греческая кухни.,греческая
9c531339-177d-4e39-b218-4fdcd4093a2b,Пита,Пита — традиционное блюдо греческая кухни.,греческая
8bc2816a-3101-4bce-b34e-abcab0fc48fe,Пастицио,Пастицио — традиционное блюдо греческая кухни.,греческая
55b3cc5e-5246-4dbf-9559-6dbc553d2605,Гирос,Гирос — традиционное блюдо греческая кухни.,греческая
0b8349f9-3a67-4f24-a038-30049552e88e,Долма,Долма — традиционное блюдо греческая кухни.,греческая
6b66a140-faf4-43f9-b82e-e23ec49b4928,Спанакопита,Спанакопита — традиционное блюдо греческая кухни.,греческая
f38ef541-d774-438c-947d-0d4b5bf650f9,Тарамосалата,Тарамосалата — традиционное блюдо греческая кухни.,греческая
c235f3f1-278a-493e-815d-84e66420f81d,Гарос,Гарос — традиционное блюдо греческая кухни.,греческая
52a2b530-00c3-44bc-ad0a-7cc7c3517fcd,Кулури,Кулури — традиционное блюдо греческая кухни.,греческая
a079f9dd-9908-43c7-9cd3-8646d0e55930,Лукумадес,Лукумадес — традиционное блюдо греческая кухни.,греческая
a31021f0-b9a7-43f8-937b-b74118e634b1,Фасолада,Фасолада — традиционное блюдо греческая кухни.,греческая
046c9dc3-e6f5-466f-a4ac-ff79ef20c606,Ревитхья,Ревитхья — традиционное блюдо греческая кухни.,греческая
3c1e1ac3-a2db-4f26-857e-8d031c637f51,Фава,Фава — традиционное блюдо греческая кухни.,греческая
5cb0a79b-d8ae-4d41-a60c-a21193b9cfb4,Мелидзаносалата,Мелидзаносалата — традиционное блюдо греческая кухни.,греческая
ccfd31c3-f004-4f87-86e1-f37cfa0c12b6,Тиропита,Тиропита — традиционное блюдо греческая кухни.,греческая
a98c5c0f-bda1-4629-83d8-5032552bcb0c,Бугаца,Бугаца — традиционное блюдо греческая кухни.,греческая
8b60e6de-318a-4027-affa-75f5706ca1b1,Кулури,Кулури — традиционное блюдо греческая кухни.,греческая
31fe7ea8-d42d-4b1e-8d57-f64194c7d26b,Лукумадес,Лукумадес — традиционное блюдо греческая кухни.,греческая
06002ff3-81c2-44cb-89a2-4bea7cc31dd2,Фасолада,Фасолада — традиционное блюдо греческая кухни.,греческая
b4af804f-4641-459d-bc4e-17f6d2d1aab7,Ревитхья,Ревитхья — традиционное блюдо греческая кухни.,греческая
5e5e8187-3171-4283-9caa-386bc5050607,Фава,Фава — традиционное блюдо греческая кухни.,греческая
20a969e0-5924-4317-af99-3a8a10de285a,Мелидзаносалата,Мелидзаносалата — традиционное блюдо греческая кухни.,греческая
a13778a3-427e-45af-a8e6-47c0c1e88b2a,Тиропита,Тиропита — традиционное блюдо греческая кухни.,греческая
9462a4d1-4927-43dd-b485-8b00ac6cf95e,Бугаца,Бугаца — традиционное блюдо греческая кухни.,греческая
594e82b5-cb93-4dce-914b-566f7cdb7041,Кулури,Кулури — традиционное блюдо греческая кухни.,греческая
7465ad4e-ba12-4af1-877a-9f67aaab83b7,Лукумадес,Лукумадес — традиционное блюдо греческая кухни.,греческая
b7ab327a-a667-41b1-adbd-5a4a8e2a488f,Фасолада,Фасолада — традиционное блюдо греческая кухни.,греческая
9521bfba-c445-4e0b-8f95-756b5d7bcc1d,Ревитхья,Ревитхья — традиционное блюдо греческая кухни.,греческая
e4c021c6-73e4-4d99-bbb8-3c6234930ac9,Фава,Фава — традиционное блюдо греческая кухни.,греческая
add225b0-9586-4ea9-adcf-3aeadea0b067,Мелидзаносалата,Мелидзаносалата — традиционное блюдо греческая кухни.,греческая
6ce58bfb-524c-4354-ac38-d2a404422653,Тиропита,Тиропита — традиционное блюдо греческая кухни.,греческая
6011b9d0-cc65-4427-9b17-1d011313d482,Бугаца,Бугаца — традиционное блюдо греческая кухни.,греческая
79de1e35-300e-4570-bb91-ba053a3b1fc8,Кулури,Кулури — традиционное блюдо греческая кухни.,греческая
435db8c4-cc53-4d82-88a3-aa9948d74293,Лукумадес,Лукумадес — традиционное блюдо греческая кухни.,греческая
